 Posted Date, Card No., Description, Debit, Credit
11/27/2015,8446,HOLIDAY OIL # 54,35,
11/25/2015,1420,GRYHNDLINES REF 5787,,281
11/25/2015,1420,CLIMBER.COM 8003740120,419,
11/25/2015,8446,HOLIDAY OIL # 54,30,
11/23/2015,8446,EXXONMOBIL 47263868,33.01,
11/21/2015,1420,GREYHOUND LINES CNP,293,
11/21/2015,1420,GREYHOUND LINES CNP,280.5,
11/21/2015,1420,GREYHOUND LINES CNP,293,
11/21/2015,1420,GREYHOUND LINES CNP,114.5,
11/21/2015,1420,GREYHOUND LINES CNP,301.5,
11/21/2015,1420,GREYHOUND LINES CNP,289.5,
11/21/2015,1420,GRYHNDLINES REF 5787,,272.5
11/21/2015,1420,GOOGLE *ADWS7953673087,500,
11/21/2015,1420,CLIMBER.COM 8003740120,1200,
11/21/2015,8446,UNITED 0162471295461,227.6,
11/21/2015,8446,POSTSCAN MAIL,24.9,
11/21/2015,8446,POSTSCAN MAIL,24.9,
11/21/2015,8446,POSTSCAN MAIL,24.9,
11/21/2015,8446,POSTSCAN MAIL,24.9,
11/21/2015,8446,POSTSCAN MAIL,24.9,
11/21/2015,8446,HOLIDAY OIL # 54,37.5,
