 Posted Date, Card No., Description, Debit, Credit
12/16/2015,710,ARV*ARVIXE,10,
12/15/2015,710,"GOLDEN FROG, INC.",14.99,
12/14/2015,2583,EXPEDIA*1123304934754,60.49,
12/16/2015,1138,POSTSCAN MAIL,24.9,
12/16/2015,1138,POSTSCAN MAIL,24.9,
12/16/2015,1138,POSTSCAN MAIL,24.9,
12/16/2015,1138,POSTSCAN MAIL,24.9,
12/16/2015,1138,POSTSCAN MAIL,24.9,
12/16/2015,1138,POSTSCAN MAIL,24.9,
12/16/2015,1138,POSTSCAN MAIL,24.9,
12/16/2015,2423,JAMESTOWN BOSS SHOP,306.36,
12/15/2015,9356,T-MOBILE RECURRING PMT,505.81,
12/15/2015,9356,WAL-MART #5270,42.56,
12/15/2015,582,TA # 8 GALLUP,50.51,
12/15/2015,710,PRIVATEINTERNETACCESS,6.95,
12/14/2015,9356,CREDIT-TRAVEL REWARD,,276.98
12/14/2015,9356,CROSSFIT LEHI,100,
12/12/2015,7952,UTAH CORPORATIONS REG,48,
12/12/2015,7952,UTAH CORPORATIONS REG,48,
12/12/2015,7952,NATIONAL INDEMNITY CO,1414.92,
