 Posted Date, Card No., Description, Debit, Credit
12/21/2015,2583,OK CORPORATION COMMISSIO,300,
12/21/2015,7952,UCR REG FEE,79,
12/21/2015,7952,UCR SERVICE FEE,2.57,
12/22/2015,2583,OR MOTOR CARRIER DIV,383.49,
12/22/2015,9356,THE HOME DEPOT 4417,11.16,
12/21/2015,106,TA #59 OKLAHOMA CITY,55.01,
12/21/2015,7952,UTAH CORPORATIONS REG,48,
12/21/2015,7952,FMCSA OP1 COLLECTIO,300,
12/21/2015,106,OR MOTOR CARRIER DIV,43.23,
12/21/2015,2583,SECURE PARKING TRAILER,190,
12/21/2015,7952,FLEET MANAGEMENT STRAT,75,
12/22/2015,7952,POSTSCAN MAIL,19.95,
12/21/2015,9356,CROSSFIT LEHI,100,
12/19/2015,7952,EMBARK SAFETY LLC,18.1,
12/19/2015,7952,EMBARK SAFETY LLC,17.25,
12/19/2015,7952,WIX.COM*115180264,19.9,
12/19/2015,9356,7-ELEVEN 36330,4.1,
12/19/2015,9356,7-ELEVEN 36330,1,
12/19/2015,7952,POSTSCAN MAIL,24.9,
12/19/2015,7952,POSTSCAN MAIL,24.9,
12/19/2015,7952,HOLIDAY OIL # 54,25.42,
