 Posted Date, Card No., Description, Debit, Credit
12/21/2015,6977,GREYHOUND LINES CNP,256,
12/21/2015,6977,GREYHOUND LINES CNP,165.5,
12/21/2015,6977,GREYHOUND LINES CNP,75.5,
12/21/2015,6977,UNITED 0162474032713,227.6,
12/21/2015,6977,UNITED 0162474035121,179.1,
12/19/2015,6977,L2G*KYTRANS MOTOR CAR,41.6,
12/19/2015,6977,GREYHOUND LINES CNP,110.5,
12/19/2015,6977,GREYHOUND LINES CNP,114.5,
12/19/2015,6977,DELTA AIR 0062329996253,275.6,
12/16/2015,6977,TRACFONE *AIRTIME,38.63,
12/16/2015,6977,GREYHOUND LINES CNP,69,
12/16/2015,6977,AMERICAN AI 0012316957354,265.6,
12/16/2015,6977,AMERICAN AI 0012316962297,245.6,
12/16/2015,6977,AMERICAN AI 0012316962846,245.6,
12/16/2015,6977,AMERICAN AI 0012316966486,291.6,
12/12/2015,6977,GREYHOUND LINES CNP,260.5,
12/12/2015,6977,OR MOTOR CARRIER DIV INTE,43.4,
12/12/2015,6977,SECURE PARKING TRAILER,125,
